Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.60, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
CITIGUARDS SECURITY LTD,"£1,468.42", 29/08/2018,Health and Adult Services,Security External Contract
ALDER & ALLAN LTD,"£1,140.12", 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
BAILY GARNER LLP,"£6,102.72", 29/08/2018,Modernisation,Ext Consultants Fees
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,£548.42, 29/08/2018,Chief Executives,Computer Supplies & Stationery
CYCLE CONFIDENT LIMITED,"£19,440.76", 29/08/2018,Transportation Schemes,General Payments
CYCLE CONFIDENT LIMITED,"£1,794.00", 29/08/2018,Transportation Schemes,General Payments
CERTSURE LLP,"£1,134.00", 29/08/2018,Housing Services HRA,Professional Fees
EVOLUTION 5 LIMITED,"£1,692.00", 29/08/2018,Other General Fund,Ext Consultants Fees
ATKINS SHARED SERVICE FACILITY,"£6,360.00", 29/08/2018,Comm Safety and Environment,Consultants
FIRST ABOUT PLUMBING & CARPENTRY LTD,£612.00, 29/08/2018,Comm Safety and Environment,Rm Buildings Gmrs Ext Contract
FIRST ABOUT PLUMBING & CARPENTRY LTD,"£2,137.10", 29/08/2018,Comm Safety and Environment,Rm Buildings Gmrs Ext Contract
FIRST ABOUT PLUMBING & CARPENTRY LTD,£702.80, 29/08/2018,Childrens Services,R and M Day To Day
FIRST ABOUT PLUMBING & CARPENTRY LTD,£826.68, 29/08/2018,Eltham Crematorium Revenue,Rm Buildings Gmrs Ext Contract
GLOBAL SOLUTION SERVICES (UK) LTD,"£4,216.80", 29/08/2018,Regeneration Enterprise and Sk,Other Services
INGLETON WOOD,"£8,100.00", 29/08/2018,Modernisation,Ext Consultants Fees
ORBIS PROTECT LIMITED,£504.00, 29/08/2018,Culture and Community,Rm Buildings Gmrs Ext Contract
PERSONA ASSOCIATES LIMITED,"£1,247.58", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
PUMPS & MOTORS (UK) LTD,"£5,403.60", 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
PUMPS & MOTORS (UK) LTD,"£3,060.00", 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
DAVID BUCKFIELD T/AS ELEGANCE,"£1,651.69", 29/08/2018,Childrens Services,Other Services
PUMPS & MOTORS (UK) LTD,"£3,060.00", 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
SDK ENVIRONMENTAL LTD,"£8,449.99", 29/08/2018,Comm Safety and Environment,Services Private Contractor
SHARPE PRITCHARD LLP,"£1,161.60", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
TCS COMPUTER SERVICES LTD,"£3,484.37", 29/08/2018,Chief Executives,Services Private Contractor
THE T P PARTNERSHIP,"£1,289.97", 29/08/2018,Regeneration Enterprise and Sk,Window Cleaning
TREE SHEPHERD LTD,"£9,799.20", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
UNIQUE OFFICE SOLUTIONS LIMITED,"£2,054.40", 29/08/2018,Regeneration Enterprise and Sk,Furniture
UNIQUE OFFICE SOLUTIONS LIMITED,"£2,374.68", 29/08/2018,Regeneration Enterprise and Sk,Furniture
URBAN INITIATIVES STUDIO LIMITED,"£12,000.00", 29/08/2018,Regeneration Enterprise and Sk,MIsc
VU.CITY LTD,"£6,000.00", 29/08/2018,Regeneration Enterprise and Sk,MIsc
WALKER MORRIS LLP,"£1,800.00", 29/08/2018,Other General Fund,Ext Legal Fees
CLARKE BARNES SOLICITORS LLP,"£14,500.00", 29/08/2018,Chief Executives,Professional Fees
HJT LTD T/AS AQUAID (LONDON SOUTH EAST ),£776.04, 29/08/2018,Regeneration Enterprise and Sk,Equipment
CALDER INSULATIONS LIMITED (JR FOWLER A/F),£943.20, 29/08/2018,Capital Housing Revenue Acc,Asbestos
GHYLLSIDE LIMITED,"£2,255.00", 29/08/2018,Capital Housing Revenue Acc,General Payments
STEER DAVIS GLEAVE,"£9,720.00", 29/08/2018,Transportation Schemes,Ext Consultants Fees
RIDER LEVETT BUCKNALL UK LTD,"£1,890.00", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
PUMA POWER PROJECTS LIMITED,"£2,198.40", 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
PUMA POWER PROJECTS LIMITED,"£1,474.80", 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
INTEGRITY PRINT LTD,"£1,734.00", 29/08/2018,Regeneration Enterprise and Sk,Stationery
PARKEON LTD,"£6,192.56", 29/08/2018,Regeneration Enterprise and Sk,Equipment
ORBIS PROTECT LIMITED,£588.00, 29/08/2018,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,"£4,680.00", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
GREENWICH BSF SPV LIMITED,"£781,105.25", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
CITY LIT,"£10,860.00", 29/08/2018,Regeneration Enterprise and Sk,Services Private Contractor
ALLPAY NET LIMITED,"£7,248.05", 29/08/2018,Chief Executives,Central Expenses
SYMBOL FAMILY SUPPORT SERVICES LTD,"£7,195.71", 29/08/2018,Childrens Services,Legal Fees
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£148.19, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£53.57, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£5.69, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£11.39, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£39.89, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£5.63, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£18.23, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£20.51, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£410.35, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.59, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£37.61, 29/08/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.18, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 29/08/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 29/08/2018,Chief Executives,ESS Care Grant Electrical
WELL STREET BETTER CARE & HEALTH LTD,"£2,400.00", 29/08/2018,Health and Adult Services,Consultants
R D FABRICATIONS,"£1,620.00", 29/08/2018,Capital Housing Revenue Acc,Safety
HSBC INVOICE FINANCE (UK) LTD,"£1,044.00", 29/08/2018,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,£882.00, 29/08/2018,Chief Executives,Other Services
HSBC INVOICE FINANCE (UK) LTD,"£3,456.00", 29/08/2018,Chief Executives,Other Services
WOLSELEY UK LTD (VARIOUS SUPPLIES),"£1,244.62", 29/08/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),£809.14, 29/08/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),"£1,977.72", 29/08/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),"£1,016.15", 29/08/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),£583.00, 29/08/2018,Housing Services HRA,Materials
MERIDIAN HOME START LIMITED,"£134,825.01", 29/08/2018,Corporate Accounts,Advances
MERIDIAN HOME START LIMITED,"£8,707.93", 29/08/2018,Corporate Accounts,Advances
MERIDIAN HOME START LIMITED,"£57,782.15", 29/08/2018,Capital Housing Revenue Acc,General Payments
MERIDIAN HOME START LIMITED,"£3,731.97", 29/08/2018,Capital Housing Revenue Acc,General Payments
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,734.51", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,734.51", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,395.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,734.51", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,831.60", 29/08/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,395.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,578.99", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£5,605.67", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,£780.00, 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Childrens Services,Asylum Immigration
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,395.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,556.54", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,556.54", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£2,170.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,446.71", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,240.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,248.76", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,352.61", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,001.15", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,065.90", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,325.19", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,556.54", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Childrens Services,LC Independent Living
REDACTED PERSONAL INFORMATION,"£3,235.03", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£6,107.71", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,325.19", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,124.31", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,£609.52, 29/08/2018,Childrens Services,Higher Education
REDACTED PERSONAL INFORMATION,"£3,065.90", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£1,488.02", 29/08/2018,Childrens Services,Higher Education
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,065.90", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,106.29", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,106.29", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,353.00", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,705.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,112.18", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,838.34", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,395.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£6,642.85", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,395.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,112.09", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£2,325.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,831.60", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£2,170.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,838.34", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£2,015.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,567.13", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,198.62", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,830.20", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,459.64", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,060.54", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£4,830.20", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,240.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
THE OLIVE SERVICES LTD,"£4,118.57", 29/08/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"£4,118.57", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,240.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,384.13", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,860.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,£595.00, 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,550.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,£600.00, 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,085.00", 29/08/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,238.26", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,693.68", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,238.26", 29/08/2018,Health and Adult Services,Services Private Contractor
