name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
CMG1 LIMITED,523.00, 06/08/2019,BIA`s (Best Interest Assessment),Health and Adult Services
REDACTED PERSONAL INFORMATION,624.00, 06/08/2019,Agency Staff,Childrens Services
CASTLE WATER LIMITED,"1,185.08", 06/08/2019,Water,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,624.00, 06/08/2019,Agency Staff,Childrens Services
BRITISH GAS BUSINESS,"2,854.44", 06/08/2019,Electricity,Chief Executives
JASWINDER MANN,"3,944.00", 06/08/2019,Equipment,Childrens Services
HEALTH MANAGEMENT  LTD,"8,481.36", 06/08/2019,Services Private Contractor,Chief Executives
STANNAH LIFT SERVICES LTD,"2,600.40", 06/08/2019,General Payments,Capital Housing Revenue Acc
BRITISH GAS BUSINESS,"2,222.70", 06/08/2019,Electricity,Chief Executives
LEARN SOLUTIONS LTD T/A TLC EDUCATION GRP TLC LIVE,"1,322.40", 06/08/2019,MIsc,Childrens Services
JOHNSON AUSTIN LIMITED,630.00, 06/08/2019,Safety,Capital Housing Revenue Acc
BRITISH GAS BUSINESS,"3,626.06", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"3,650.01", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"4,002.36", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"5,062.32", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"5,096.99", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"4,000.99", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"2,542.60", 08/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,"1,823.81", 06/08/2019,Agency Staff,Childrens Services
BRITISH GAS BUSINESS,"3,747.74", 06/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,927.36, 06/08/2019,Agency Staff,Childrens Services
BRITISH GAS BUSINESS,"4,650.88", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"3,957.68", 06/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,618.24, 06/08/2019,Rents Other,Childrens Services
TEACHERACTIVE LIMITED,619.48, 06/08/2019,MIsc,Childrens Services
BRITISH GAS BUSINESS,"3,681.75", 06/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"2,157.63", 06/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,"2,132.93", 06/08/2019,Agency Staff,Childrens Services
BRITISH GAS BUSINESS,"1,100.65", 06/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,618.24, 06/08/2019,Agency Staff,Childrens Services
BRITISH GAS BUSINESS,"2,309.38", 06/08/2019,Electricity,Chief Executives
TERMINEX LTD,504.00, 06/08/2019,Materials,Comm Safety and Environment
BRITISH GAS BUSINESS,"2,539.91", 06/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,"1,051.01", 06/08/2019,Agency Staff,Childrens Services
R D FABRICATIONS,"1,080.00", 06/08/2019,Safety,Capital Housing Revenue Acc
R D FABRICATIONS,"2,160.00", 06/08/2019,Voids,Housing Services HRA
REDACTED PERSONAL INFORMATION,"1,081.92", 06/08/2019,Agency Staff,Childrens Services
HEALTH MANAGEMENT  LTD,"2,937.47", 06/08/2019,Services Private Contractor,Chief Executives
HEALTH MANAGEMENT  LTD,"2,428.33", 06/08/2019,Services Private Contractor,Chief Executives
STANNAH LIFT SERVICES LTD,"5,779.20", 06/08/2019,General Payments,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"1,081.92", 06/08/2019,Agency Staff,Childrens Services
GREENWICH SERVICE PLUS LIMITED,20.40, 06/08/2019,Vehicle Repair In House Trad,Housing Services HRA
GREENWICH SERVICE PLUS LIMITED,488.00, 06/08/2019,Vehicle Repair In House Trad,Housing Services HRA
GREENWICH SERVICE PLUS LIMITED,132.02, 06/08/2019,Vehicle Repair In House Trad,Housing Services HRA
GREENWICH SERVICE PLUS LIMITED,50.60, 06/08/2019,Vehicle Repair In House Trad,Housing Services HRA
GREENWICH SERVICE PLUS LIMITED,7.00, 06/08/2019,Vehicle Repair In House Trad,Housing Services HRA
TEACHERACTIVE LIMITED,"2,132.93", 06/08/2019,MIsc,Childrens Services
JOHNSON AUSTIN LIMITED,630.00, 06/08/2019,Safety,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"2,132.93", 06/08/2019,Agency Staff,Childrens Services
HER CENTRE LTD,"45,000.00", 07/08/2019,Other Services,Comm Safety and Environment
ARCADIS LLP,"2,881.42", 06/08/2019,Ext Consultants Fees,Modernisation
BRITISH GAS BUSINESS,826.90, 06/08/2019,Electricity,Chief Executives
TEACHERACTIVE LIMITED,618.24, 06/08/2019,MIsc,Childrens Services
BRITISH GAS BUSINESS,"2,256.73", 06/08/2019,Electricity,Chief Executives
TEACHERACTIVE LIMITED,618.24, 06/08/2019,MIsc,Childrens Services
PELLINGS LLP,"4,870.70", 06/08/2019,Ext Consultants Fees,Capital Housing Revenue Acc
TEACHERACTIVE LIMITED,619.48, 06/08/2019,MIsc,Childrens Services
TEACHERACTIVE LIMITED,774.04, 06/08/2019,MIsc,Childrens Services
MONDALE ESTATES LTD,887.84, 06/08/2019,Asylum Immigration,Childrens Services
PELLINGS LLP,"6,500.00", 06/08/2019,Ext Consultants Fees,Capital Housing Revenue Acc
MONDALE ESTATES LTD,"1,109.80", 06/08/2019,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,"1,109.80", 06/08/2019,LC Independent Living,Childrens Services
REDACTED PERSONAL INFORMATION,"15,641.67", 06/08/2019,Agency Placements,Childrens Services
STANNAH LIFT SERVICES LTD,"7,166.40", 06/08/2019,General Payments,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,572.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,707.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,344.00", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,903.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,254.75", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,088.00", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,628.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,950.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
HITACHI CAPITAL INVOICE FINANCE LTD,"4,015.00", 06/08/2019,Client Support,Health and Adult Services
HITACHI CAPITAL INVOICE FINANCE LTD,"4,015.00", 06/08/2019,Client Support,Health and Adult Services
HITACHI CAPITAL INVOICE FINANCE LTD,"3,600.00", 06/08/2019,Supported Living,Health and Adult Services
HITACHI CAPITAL INVOICE FINANCE LTD,"4,250.00", 06/08/2019,Supported Living,Health and Adult Services
HITACHI CAPITAL INVOICE FINANCE LTD,"5,000.00", 06/08/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,053.52", 06/08/2019,Voluntary Bodies Other Care,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,735.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,980.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,953.87, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,857.64, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,787.64, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,980.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,960.00", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,787.64, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"2,231.25", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,225.00", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,927.50, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,826.98, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,347.64", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,645.28", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,700.00, 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,382.64", 06/08/2019,Private Home Help Domest Misc,Health and Adult Services
MLL TELECOM LTD,"165,908.40", 06/08/2019,Logicalis Network Services,Chief Executives
MLL TELECOM LTD,"12,795.60", 06/08/2019,Logicalis Network Services,Chief Executives
BEVAN BRITTAN LLP,"1,175.57", 01/08/2019,Property Purchase Normal,NS General Fund
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"351,800.00", 01/08/2019,Property Purchase Normal,NS General Fund
REDACTED PERSONAL INFORMATION,559.89, 06/08/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,186.63, 06/08/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,186.63, 06/08/2019,Other Services,Childrens Services
ROYAL MAIL GROUP LTD,202.61, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,0.54, 06/08/2019,Printing,Chief Executives
ROYAL MAIL GROUP LTD,"3,870.33", 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,470.92, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,75.96, 06/08/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,8.48, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,188.72, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,754.90, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,49.33, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,286.51, 06/08/2019,MIsc,Housing Services HRA
ROYAL MAIL GROUP LTD,"1,794.32", 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,126.48, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,534.14, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"2,399.84", 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.42, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,157.92, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,631.67, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,61.18, 06/08/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,104.22, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"2,348.39", 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,125.77, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,305.66, 06/08/2019,General Payments,Capital Housing Revenue Acc
ROYAL MAIL GROUP LTD,549.36, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,92.21, 06/08/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,6.71, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,170.70, 06/08/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,682.82, 06/08/2019,Postage - Royal Mail,Chief Executives
THE FORUM @ GREENWICH,"1,554.70", 06/08/2019,The Forum Project,Health and Adult Services
THE ADOLESCENT & CHILDRENS TRUST,"2,858.74", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"5,266.40", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,450.00", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,893.60", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,893.60", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,329.10", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,993.50", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,329.10", 07/08/2019,Agency Placements,Childrens Services
SYNERGY FOSTERING LIMITED,"4,309.00", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,329.10", 07/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,250.00", 07/08/2019,In Home Domicilary and Agency Care,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,162.60", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,162.60", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,161.30", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"6,657.90", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,162.60", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,993.50", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,993.50", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,329.10", 07/08/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"2,922.36", 07/08/2019,Agency Placements,Childrens Services
NEXT STEP CARE MANAGEMENT LTD,"3,214.28", 07/08/2019,LC Staying Put,Childrens Services
NEXT STEP CARE MANAGEMENT LTD,"2,417.15", 07/08/2019,LC Independent Living,Childrens Services
NEXT STEP CARE MANAGEMENT LTD,"2,242.28", 07/08/2019,Supported Living,Health and Adult Services
NEXT STEP CARE MANAGEMENT LTD,514.28, 07/08/2019,Client Support,Health and Adult Services
COSMUR CONSTRUCTION (LONDON) LTD,"6,361.45", 07/08/2019,Ext Consultants Fees,Modernisation
COSMUR CONSTRUCTION (LONDON) LTD,989.53, 07/08/2019,Ext Consultants Fees,Modernisation
NEXT STEP CARE MANAGEMENT LTD,771.43, 07/08/2019,Client Support,Health and Adult Services
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"3,422.40", 07/08/2019,Agency Placements,Childrens Services
SYNERGY FOSTERING LIMITED,"3,150.00", 07/08/2019,Agency Placements,Childrens Services
STANNAH LIFT SERVICES LTD,"12,756.68", 07/08/2019,Other Services,Housing Services
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"1,728.00", 07/08/2019,Agency Placements,Childrens Services
SYNERGY FOSTERING LIMITED,"2,250.00", 07/08/2019,Agency Placements,Childrens Services
PRECISION LIFT SERVICES LTD,"19,800.91", 07/08/2019,Lift Maintenance,Housing Services HRA
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"4,531.20", 07/08/2019,Agency Placements,Childrens Services
UNITED LIVING ( SOUTH ) LIMITED,"106,082.56", 08/08/2019,Refurbishment,Capital Housing Revenue Acc
GLENMAN CORPORATION LIMITED,"27,168.77", 07/08/2019,Demolition,Modernisation
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"3,542.40", 07/08/2019,Agency Placements,Childrens Services
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"4,531.20", 07/08/2019,Agency Placements,Childrens Services
HELPING HAND CO LTD,"1,423.32", 06/08/2019,Equipment,Comm Safety and Environment
STORM ENVIRONMENTAL LIMITED,"2,076.60", 07/08/2019,Large Containers,Comm Safety and Environment
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"4,531.20", 07/08/2019,Agency Placements,Childrens Services
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"4,531.20", 07/08/2019,Agency Placements,Childrens Services
MY LIFE SEMI-INDEPENDENT PROJECT LTD,"1,872.00", 07/08/2019,Agency Placements,Childrens Services
HELPING HAND CO LTD,598.87, 06/08/2019,Equipment,Comm Safety and Environment
HELPING HAND CO LTD,-127.20, 06/08/2019,Equipment,Comm Safety and Environment
HELPING HAND CO LTD,106.00, 06/08/2019,Equipment,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,"1,823.81", 07/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"1,236.48", 07/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"1,236.48", 07/08/2019,Agency Staff,Childrens Services
TEACHERACTIVE LIMITED,"1,545.60", 07/08/2019,MIsc,Childrens Services
WINCHMORE TUTORS LTD,720.00, 07/08/2019,MIsc,Childrens Services
HELPING HAND CO LTD,"1,100.56", 07/08/2019,Equipment,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,672.00, 07/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,912.00, 07/08/2019,Agency Staff,Childrens Services
GLOBAL SOLUTION SERVICES (UK) LTD,"4,160.00", 06/08/2019,Services Private Contractor,Regeneration Enterprise and Sk
GLOBAL SOLUTION SERVICES (UK) LTD,"20,800.00", 06/08/2019,Services Private Contractor,Regeneration Enterprise and Sk
SYNERGY FOSTERING LIMITED,"3,449.99", 07/08/2019,Agency Placements,Childrens Services
MONDALE ESTATES LTD,"1,109.80", 07/08/2019,LC Independent Living,Childrens Services
FARM KENNELS LTD,560.48, 07/08/2019,Private Home Help Domest Misc,Health and Adult Services
MONDALE ESTATES LTD,"1,109.80", 07/08/2019,Rents Other,Health and Adult Services
MONDALE ESTATES LTD,887.84, 07/08/2019,Rents Other,Health and Adult Services
CERTAS ENERGY UK LTD T/AS PACE FUELCARE LTD,"4,864.80", 07/08/2019,Vehicle Fuel Ext Contractor,Comm Safety and Environment
CITY OF LONDON CORPORATION,"36,000.00", 07/08/2019,Professional Fees,Chief Executives
SHARE TO BUY LTD,"7,182.00", 07/08/2019,MIsc,Housing Services HRA
M G AXTON,"3,513.60", 07/08/2019,Voids,Housing Services HRA
B.R. FLOORING LIMITED,546.00, 07/08/2019,Refurbishment,NS General Fund
CIVICA UK LIMITED,"10,260.00", 07/08/2019,Computer Software,Chief Executives
GOODWIN ELLIS PROPERTY SERVICES LTD,691.20, 07/08/2019,Voids,Housing Services HRA
HENNESSEY LTD,"4,800.00", 07/08/2019,Uninsured Fire Damage,Housing Services HRA
HENNESSEY LTD,"2,400.00", 07/08/2019,Refurbishment,Capital Housing Revenue Acc
SHARPE PRITCHARD LLP,"5,759.65", 07/08/2019,Rm Buildings Gmrs Ext Contract,Regeneration Enterprise and Sk
NOMIX ENVIRO LIMITED,537.36, 09/08/2019,Materials,Comm Safety and Environment
NOMIX ENVIRO LIMITED,26.40, 09/08/2019,Materials,Comm Safety and Environment
TROWERS & HAMLINS LLP,"9,300.00", 02/08/2019,Legal Fees,Chief Executives
ALPHA NURSERY (GREENWICH) LIMITED,"1,037.40", 07/08/2019,Other Services,Childrens Services
BALLOON DAY NURSERY LIMITED,741.00, 07/08/2019,Other Services,Childrens Services
BRIGHTSPARKS (ELTHAM) LTD T/A BRIGHTSPARKS DAY NUR,"1,185.60", 07/08/2019,Other Services,Childrens Services
THE CO-OPERATIVE CHILDCARE,"1,333.80", 07/08/2019,Other Services,Childrens Services
BUBBLES NURSERIES LIMITED,889.20, 07/08/2019,Other Services,Childrens Services
BUSY BEES CHARLTON,963.30, 07/08/2019,Other Services,Childrens Services
FABULOUS TOTS LIMITED,592.80, 07/08/2019,Other Services,Childrens Services
FIRST STEP DAYCARE & NURSERY LTD,"1,111.50", 07/08/2019,Other Services,Childrens Services
GRACE EDUCATION LTD,"2,667.60", 07/08/2019,Other Services,Childrens Services
BRIGHT HORIZONS FAMILY SOLUTIONS,666.90, 07/08/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,"1,111.50", 07/08/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,"2,074.80", 07/08/2019,Other Services,Childrens Services
HOME-START GREENWICH PLUMSTEAD NURSERY,592.80, 07/08/2019,Other Services,Childrens Services
HOME-START GREENWICH PLUMSTEAD NURSERY,"1,333.80", 07/08/2019,Other Services,Childrens Services
LITTLE ELMS DAYCARE NURSERY GREENWICH LTD,666.90, 07/08/2019,Other Services,Childrens Services
LITTLE ELMS DAYCARE NURSERY PENINSULA LTD,815.10, 07/08/2019,Other Services,Childrens Services
LITTLE PEOPLE`S MONTESSORI LIMITED,815.10, 07/08/2019,Other Services,Childrens Services
MILLENIUM MINIS LTD,"1,630.20", 07/08/2019,Other Services,Childrens Services
PELEDZIUKAS BILINGUAL CHILDCARE & EDUCATION CTR LT,815.10, 07/08/2019,Other Services,Childrens Services
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),"2,297.10", 07/08/2019,Other Services,Childrens Services
QUAGGY COMMUNITY CENTRE & NURSERY,"1,333.80", 07/08/2019,Other Services,Childrens Services
RIPPLINGS PRE-SCHOOL,592.80, 07/08/2019,Other Services,Childrens Services
SCALLYWAGS 11 DAY NURSERY,666.90, 07/08/2019,Other Services,Childrens Services
SHINING STARS DAY NURSERY,889.20, 07/08/2019,Other Services,Childrens Services
FIRST DAY NURSERIES LTD,815.10, 07/08/2019,Other Services,Childrens Services
SMART COMMS LTD,741.00, 07/08/2019,Other Services,Childrens Services
ST PETERS PRE SCHOOL,"1,259.70", 07/08/2019,Other Services,Childrens Services
STAR DAY NURSERY,"1,704.30", 07/08/2019,Other Services,Childrens Services
THE NURSERY ON THE GREEN,963.30, 07/08/2019,Other Services,Childrens Services
TINY WONDERS NURSERY,"1,333.80", 07/08/2019,Other Services,Childrens Services
UNDER ONE ROOF (KIDS) LTD,"1,259.70", 07/08/2019,Other Services,Childrens Services
UNDER FIVES CRECHE PROJECT,"1,926.60", 07/08/2019,Other Services,Childrens Services
VILLAGE NURSERIES LIMITED,518.70, 07/08/2019,Other Services,Childrens Services
ZEEBA WOOLWICH LIMITED T/AS ZEEBA DAYCARE,666.90, 07/08/2019,Other Services,Childrens Services
ZIPPYS DAY NURSERY,"1,037.40", 07/08/2019,Other Services,Childrens Services
ZOOM NURSERIES (ELTHAM) LIMITED,741.00, 07/08/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,674.04, 08/08/2019,Disturbance Payments - Repairs,Housing Services HRA
REDACTED PERSONAL INFORMATION,"6,300.00", 08/08/2019,Miscellaneous,Housing Services HRA
NEXT STEP CARE MANAGEMENT LTD,"2,802.85", 08/08/2019,LC Independent Living,Childrens Services
BRITISH GAS BUSINESS,"3,854.58", 08/08/2019,Electricity,Chief Executives
MALLARD CONSULTANCY LTD,"3,000.00", 08/08/2019,Professional Fees,Comm Safety and Environment
WHITESPACE WORK SOFTWARE LIMITED,"4,560.00", 08/08/2019,Computer Software,Comm Safety and Environment
WHITESPACE WORK SOFTWARE LIMITED,"4,560.00", 08/08/2019,Computer Software,Comm Safety and Environment
AGRIPOWER LIMITED,"21,526.50", 08/08/2019,Refurbishment,Other General Fund
J B RINEY & CO LTD,"255,455.70", 08/08/2019,Expenditure Payments,Regeneration Enterprise Skills
ERITH CONTRACTORS LTD,"122,370.14", 08/08/2019,Asbestos,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"22,013.81", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"21,257.10", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"15,874.20", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,142.90", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"8,142.90", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"22,114.20", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"21,257.10", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,654.29", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,446.85", 08/08/2019,Agency Placements,Childrens Services
STONEWALL,"3,000.00", 08/08/2019,MIsc,Chief Executives
REDACTED PERSONAL INFORMATION,"27,857.10", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,497.14", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,972.00, 08/08/2019,Agency Staff,Childrens Services
WEIGHTMANS LLP,846.00, 07/08/2019,Legal Fees,Childrens Services
WEIGHTMANS LLP,"3,564.00", 07/08/2019,Legal Fees,Childrens Services
BRITISH GAS BUSINESS,566.48, 08/08/2019,Electricity,Chief Executives
REDACTED PERSONAL INFORMATION,810.00, 08/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"3,600.00", 08/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,720.00, 08/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,720.00, 08/08/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,720.00, 08/08/2019,Agency Staff,Childrens Services
BRITISH GAS BUSINESS,"1,204.96", 08/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,943.62, 08/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"1,824.12", 08/08/2019,Electricity,Chief Executives
BRITISH GAS BUSINESS,"1,076.52", 08/08/2019,Electricity,Chief Executives
SELKENT RECYCLING LTD,520.00, 08/08/2019,Miscellaneous,Housing Services HRA
REDACTED PERSONAL INFORMATION,559.89, 09/08/2019,Other Services,Childrens Services
TKP PARTNERS LTD T/AS THE WOODLAND NURSERY,186.63, 09/08/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,095.47", 08/08/2019,Short Term Nursing,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,922.85", 08/08/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,"3,800.00", 08/08/2019,Short Term Residential,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,000.00", 08/08/2019,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"4,536.00", 08/08/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"7,440.00", 08/08/2019,Agency Placements,Childrens Services
THE NATIONAL FOSTERING AGENCY LTD,"1,800.00", 08/08/2019,LC Staying Put,Childrens Services
QUO VADIS TRUST,"3,431.93", 08/08/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,675.09", 08/08/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,756.97", 08/08/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,618.94", 08/08/2019,Services Private Contractor,Health and Adult Services
QUO VADIS TRUST,"3,661.41", 08/08/2019,Services Private Contractor,Health and Adult Services
