name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,565.60, 16/05/2019,Voluntary Bodies Other Care,Health and Adult Services
BITE SIZE LTD,780.00, 15/05/2019,Housing - Short Courses,Chief Executives
REDACTED PERSONAL INFORMATION,"3,403.50", 16/05/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,403.50", 16/05/2019,Agency Placements,Childrens Services
HCT GROUP,"7,940.00", 16/05/2019,Services Private Contractor,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,"1,428.00", 16/05/2019,Higher Education,Childrens Services
GREENWICH & DOCKLANDS FESTIVALS,"24,000.00", 16/05/2019,Grants To Voluntary Organ,Chief Executives
ACTION ON HEARING LOSS,"3,416.32", 16/05/2019,Services Private Contractor,Health and Adult Services
ACTION ON HEARING LOSS,"3,416.32", 16/05/2019,Services Private Contractor,Health and Adult Services
STAR CARE UK LTD,982.12, 16/05/2019,Private Home Help Domest Misc,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,102.59, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,37.60, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,39.88, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,5.69, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,18.23, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,11.39, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,11.39, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,56.99, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,34.20,16/05/2019,ESS Care Grant Electrical,Chief Executives
REDACTED PERSONAL INFORMATION,"6,231.60", 16/05/2019,Agency Placements,Childrens Services
SOUTH OF ENGLAND FOUNDATION,"3,562.00", 16/05/2019,General Payments,Transportation Schemes
BEVAN BRITTAN LLP,"1,037.57", 10/05/2019,Property Purchase Normal,NS General Fund
BEVAN BRITTAN LLP,138.00, 10/05/2019,Property Purchase Normal,NS General Fund
REDACTED PERSONAL INFORMATION,"8,816.67", 16/05/2019,Private Home Help Domest Misc,Childrens Services
REDACTED PERSONAL INFORMATION,"5,252.00", 16/05/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,283.16",16/05/2019,PS Residential Respite Care,Health and Adult Services
SANCTUARY GROUP T/A SANCTUARY HOUSING ASSOCIATION,"2,846.30", 16/05/2019,Other Services,Health and Adult Services
"BROMLEY, LEWISHAM & GREENWICH MIND LTD","3,780.00", 16/05/2019,Professional Fees,Health and Adult Services
BT PLC,482.32, 16/05/2019,Telephones,Comm Safety and Environment
BT PLC,40.00, 16/05/2019,Telephones,Comm Safety and Environment
GOWER CONSULTANTS LTD,"3,314.90", 16/05/2019,Computer Hardware,Eltham Crematorium Revenue
REDACTED PERSONAL INFORMATION,783.52, 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,631.43", 16/05/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,514.29", 16/05/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,264.74", 16/05/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,159.43", 16/05/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,790.40, 16/05/2019,Private Home Help Domest Misc,Health and Adult Services
WORCESTERSHIRE MEDAL SERVICE LTD,"2,039.20", 16/05/2019,Printing,Chief Executives
ARAMARK DEFENCE SERVICES LIMITED,"4,759.79", 16/05/2019,Stationery,Chief Executives
DAVY & CO LTD,"1,908.00", 16/05/2019,Catering,Chief Executives
REDACTED PERSONAL INFORMATION,790.40, 16/05/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,592.80, 16/05/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,770.64, 16/05/2019,Private Home Help Domest Misc,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"3,129.60", 16/05/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,228.57", 16/05/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,228.57", 16/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,666.87", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,349.67", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,357.14", 16/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,776.10", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,226.10", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
BUPA CARE HOMES (CFHCARE) LTD T/A ABBOTSLEIGH MEWS,"2,648.57", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,262.70", 16/05/2019,Services Private Contractor,Health and Adult Services
BUPA CARE HOMES (GL) LTD - WESTCOMBE PARK,"2,889.08", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
BUPA CARE HOMES (GL) LTD - WESTCOMBE PARK,"2,889.08", 16/05/2019,Private Sector Nursing Homes,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,216.58, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,45.60, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,22.80, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
NHS GREENWICH CCG,"541,858.50", 16/05/2019,Other Services,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"74,179.50", 16/05/2019,Operational Normal Time,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"333,005.90", 16/05/2019,Vehicle Hire,Childrens Services
BARNES GOLD LIMITED,"60,510.50", 16/05/2019,Rents Other,Housing Services
SAFE HOMES SE LIMITED,"63,553.20", 16/05/2019,Rents Other,Housing Services
LEWISHAM SOUTHWARK COLLEGE,"162,691.33", 16/05/2019,MIsc,Childrens Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,102.59, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,37.60, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,5.70, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,136.80,16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,74.10, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
REDACTED PERSONAL INFORMATION,551.40, 16/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,135.50", 16/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,792.00, 16/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,617.00, 16/05/2019,Services Private Contractor,Health and Adult Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.18, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,75.21, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,216.59, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,45.60, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,22.80, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
REDACTED PERSONAL INFORMATION,"3,000.00", 16/05/2019,Voluntary Bodies Other Care,Health and Adult Services
EAST LONDON BUSINESS ALLIANCE WORKS LTD,"3,000.00", 16/05/2019,Other Agency Services,Regeneration Enterprise and Sk
ERITH CONTRACTORS LTD,"146,154.88", 16/05/2019,Services Private Contractor,Housing Services HRA
CIVICA UK LIMITED,"11,760.00", 16/05/2019,Ext Consultants Fees,Capital Housing Revenue Acc
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,"1,750.00", 15/05/2019,Services Private Contractor,Regeneration Enterprise and Sk
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,"1,750.00", 16/05/2019,Services Private Contractor,Regeneration Enterprise and Sk
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,"4,583.33", 15/05/2019,Services Private Contractor,Regeneration Enterprise and Sk
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,"1,041.67", 15/05/2019,Services Private Contractor,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,727.20, 16/05/2019,Voluntary Bodies Other Care,Health and Adult Services
GEAR4 MUSIC LTD T/AS RED SUBMARINE LTD,"1,207.13", 16/05/2019,Equipment,Childrens Services
REDACTED PERSONAL INFORMATION,606.00, 16/05/2019,Voluntary Bodies Other Care,Health and Adult Services
GEAR4 MUSIC LTD T/AS RED SUBMARINE LTD,738.99, 16/05/2019,Equipment,Childrens Services
GEAR4 MUSIC LTD T/AS RED SUBMARINE LTD,11.45, 16/05/2019,Equipment,Childrens Services
P & R INSTALLATION CO LTD,"23,046.24", 16/05/2019,Services Private Contractor,Housing Services HRA
INTELLIGENCIA TRAINING LIMITED,"8,190.00", 16/05/2019,Training Expenses,Chief Executives
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"432,800.00", 10/05/2019,Property Purchase Normal,NS General Fund
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,102.59, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,37.61, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,5.69, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,216.59, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,45.60, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,22.80, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
HITACHI CAPITAL INVOICE FINANCE,750.00, 16/05/2019,Consultants,Regeneration Enterprise and Sk
SAUTER AUTOMATION LIMITED,"1,602.26", 16/05/2019,Equipment,Regeneration Enterprise and Sk
STORM ENVIRONMENTAL LIMITED,"7,119.36", 16/05/2019,Large Containers,Comm Safety and Environment
DX NETWORK SERVICES LTD,"8,104.20", 16/05/2019,Postage - Royal Mail,Chief Executives
NEW COURT CHAMBERS,"9,353.88", 16/05/2019,Professional Fees,Chief Executives
THE 4FRONT PROJECT LTD,"5,450.00", 16/05/2019,Conference Expenses,Comm Safety and Environment
HOW SCAFFOLDING,"1,848.00", 16/05/2019,Rm Buildings Gmrs Ext Contract,Regeneration Enterprise and Sk
KIDS,"20,500.00", 16/05/2019,Professional Fees,Childrens Services
EMMAUS GREENWICH,588.00, 16/05/2019,Voids,Housing Services HRA
THE MOUNT CAMPHILL COMMUNITY LTD,"21,519.68", 16/05/2019,MIsc,Childrens Services
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,102.59, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,37.61, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,216.59, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,45.60, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,22.79, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.18, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,75.22, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,11.38, 16/05/2019,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,216.57, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,45.60, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,205.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,22.80, 16/05/2019,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,262.19, 16/05/2019,ESS Care Grant Electrical,Chief Executives
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,"4,197.99", 16/05/2019,Services Private Contractor,Regeneration Enterprise and Sk
CCS MEDIA,718.80, 16/05/2019,Mobile Phones,Chief Executives
REDACTED PERSONAL INFORMATION,520.00, 16/05/2019,ESS Removal Services,Chief Executives
SIGNWARE,"7,224.00", 16/05/2019,Estate Signage,Housing Services HRA
THE RIVERSIDE GROUP LTD,"1,467.06", 16/05/2019,Services by External Providers,Health and Adult Services
CHRISTOPHER LOY ASSOCIATES LIMITED,"1,167.19", 16/05/2019,Agency Staff,Chief Executives
LINCOLN ANALYTICAL SERVICES LTD,672.00, 16/05/2019,Environment Monitoring,Comm Safety and Environment
HYDE HOUSING ASSOCIATION,"24,614.62", 16/05/2019,Rents Other,Health and Adult Services
WOLSELEY UK LTD - 7765C34 P/O ONLY,924.59, 16/05/2019,Materials,Housing Services HRA
GREENHAM TRADING LIMITED,20.30, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,12.70, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,5.64, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,28.04, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,21.02, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,239.54, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,90.84, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,275.52, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,23.52, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,184.56, 16/05/2019,Materials,Comm Safety and Environment
GREENHAM TRADING LIMITED,33.77, 16/05/2019,Materials,Comm Safety and Environment
ROYAL SOCIETY FOR PUBLIC HEALTH,705.00, 16/05/2019,Venue Hire,Health and Adult Services
CIPFA BUSINESS LIMITED,"3,258.00", 16/05/2019,Subscriptions,Chief Executives
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,"158,518.27", 16/05/2019,Other Agency Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,500.00, 17/05/2019,General Assistance,Childrens Services
REDACTED PERSONAL INFORMATION,"3,120.00",17/05/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,633.41, 17/05/2019,Other Services,Childrens Services
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"5,142.86", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
GREENWICH SERVICE PLUS LIMITED,"1,523.86", 17/05/2019,Postage - Royal Mail,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"1,523.87", 17/05/2019,Courier Service,Comm Safety and Environment
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"5,868.50", 17/05/2019,Nursing Respite,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"3,095.44", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
KENT COUNTY COUNCIL (KCS),"1,616.00", 17/05/2019,Electricity,Regeneration Enterprise and Sk
TELEFONICA UK LTD,"29,569.22", 17/05/2019,Mobile Phones,Chief Executives
TELEFONICA UK LTD,263.15, 17/05/2019,Mobile Phones,Chief Executives
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,"3,814.92", 16/05/2019,Legal Fees,Chief Executives
MARSTON (HOLDINGS) LTD T/A BURLINGTON GROUP,810.00, 16/05/2019,Professional Fees,Chief Executives
MARSTON (HOLDINGS) LTD T/A BURLINGTON GROUP,"4,109.40", 16/05/2019,Professional Fees,Chief Executives
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"1,736.76", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),725.29, 17/05/2019,Nursing Respite,Health and Adult Services
GATENBY SANDERSON LTD,"2,700.00", 17/05/2019,Services Private Contractor,Childrens Services
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"5,778.16", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
CATFORD COURIERS,"1,468.02", 16/05/2019,Professional Fees,Chief Executives
JW FAMILY ASSESSMENT SERVICES LTD,840.00, 16/05/2019,Professional Fees,Chief Executives
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"5,910.69", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
EXPERT IN MIND LIMITED,540.55, 16/05/2019,Professional Fees,Chief Executives
BSI,932.40, 16/05/2019,Professional Fees,Comm Safety and Environment
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"8,169.88", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
4 BRICK COURT CHAMBERS MANAGEMENT LTD,900.00, 16/05/2019,Professional Fees,Chief Executives
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"6,691.19", 17/05/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"1,986.56", 17/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,024.00", 17/05/2019,Private Home Help Domest Misc,Health and Adult Services
THE APPROPRIATE ADULT SERVICE LIMITED,"1,176.00", 17/05/2019,Appropriate Adults Commi,Childrens Services
THE APPROPRIATE ADULT SERVICE LIMITED,"1,332.00", 17/05/2019,Other Grants,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,050.00", 17/05/2019,Rents Other,Health and Adult Services
CITY OF LONDON CORPORATION,"48,824.00", 17/05/2019,Other Agency Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,050.00",17/05/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,050.00", 17/05/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,910.00, 17/05/2019,Rents Other,Health and Adult Services
E4 LAW LTD T/A LEXTOX,"1,662.00", 16/05/2019,Professional Fees,Chief Executives
REDACTED PERSONAL INFORMATION,780.00, 17/05/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,975.00,17/05/2019,Rents Other,Health and Adult Services
FM CONWAY LTD,"41,799.38", 17/05/2019,Expenditure Payments,Regeneration Enterprise Skills
REDACTED PERSONAL INFORMATION,888.00, 17/05/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,672.00, 17/05/2019,Other Services,Childrens Services
BALTIMORE CONSULTING LTD,"3,000.00", 17/05/2019,Agency Staff,Childrens Services
J B RINEY & CO LTD,"291,050.15", 17/05/2019,Expenditure Payments,Regeneration Enterprise Skills
REDACTED PERSONAL INFORMATION,672.00, 17/05/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,104.00", 17/05/2019,Rents Other,Health and Adult Services
TEACHERACTIVE LIMITED,"1,337.04",17/05/2019,MIsc,Childrens Services
REDACTED PERSONAL INFORMATION,"2,088.00", 17/05/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,540.00, 17/05/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 17/05/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,540.00, 17/05/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"2,579.06", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
THE BIG RED BUS CLUB CHARLTON LIMITED,"2,070.00", 17/05/2019,Arts Small Grants,Chief Executives
LBG RE: PIARJIT PATEL,"6,142.85", 17/05/2019,Adult Placement Schemes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,699.00", 17/05/2019,Children Looked After,Childrens Services
REDACTED PERSONAL INFORMATION,"1,465.59", 17/05/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,465.59", 17/05/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,465.59", 17/05/2019,Private Home Help Domest Misc,Health and Adult Services
LESSHOMELESS LIMITED,"1,425.00", 17/05/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,"1,465.59", 17/05/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,465.59", 17/05/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,628.57", 17/05/2019,Agency Placements,Childrens Services
TOP TOTS DAY CARE,"1,856.00", 17/05/2019,S17 child minders/nursery,Health and Adult Services
CASTLE POINT GAS&HEATING CO LTD,"345,705.00", 17/05/2019,Heating,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"4,760.49", 17/05/2019,Supported Living,Health and Adult Services
ENGIE REGENERATION LTD,"231,936.66", 17/05/2019,Refurbishment,Capital Housing Revenue Acc
ENGIE REGENERATION LTD,"686,103.90", 17/05/2019,Refurbishment,Capital Housing Revenue Acc
W.G. WIGGINTON LTD,"47,033.34", 17/05/2019,Refurbishment,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,720.00, 17/05/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"6,300.00", 17/05/2019,Agency Placements,Childrens Services
OFSTED,"1,872.00",17/05/2019,Professional Fees,Childrens Services
OFSTED,"2,925.00", 17/05/2019,Professional Fees,Childrens Services
REGARD PARTNERSHIP LTD,"4,090.16", 17/05/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"3,805.46", 17/05/2019,Supported Living,Health and Adult Services
REGARD PARTNERSHIP LTD,"4,724.40", 17/05/2019,Supported Living,Health and Adult Services
GREENWICH CITIZENS ADVICE BUREAU LTD,"2,855.14", 17/05/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
REGARD PARTNERSHIP LTD,"4,165.16", 17/05/2019,Supported Living,Health and Adult Services
DYNAMIC DOORS LTD,588.00, 17/05/2019,Rm Buildings Gmrs Ext Contract,Comm Safety and Environment
HMCTS,"27,145.00", 17/05/2019,Professional Fees,Chief Executives
P HOME PROPERTY LIMITED,"3,450.00", 17/05/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,"9,306.86", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
HOMEBRIDGE HOUSING LIMITED,"1,274.00", 17/05/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,"3,915.08", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
HOMEBRIDGE HOUSING LIMITED,"1,410.50", 17/05/2019,Rents Other,Housing Services
REDACTED PERSONAL INFORMATION,"3,586.71", 17/05/2019,Private Sector Nursing Homes,Health and Adult Services
PRECIOUS HOMES LIMITED,"5,288.84", 17/05/2019,Supported Living,Health and Adult Services
GREENWICH CITIZENS ADVICE BUREAU LTD,"2,080.37", 17/05/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
UK PROPERTY SOLUTIONS LTD,"3,089.40", 17/05/2019,Rents Other,Housing Services
PRECIOUS HOMES LIMITED,"5,656.00", 17/05/2019,Supported Living,Health and Adult Services
GREENWICH CITIZENS ADVICE BUREAU LTD,"4,267.46", 17/05/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,"4,839.92", 17/05/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,777.68", 17/05/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,321.79", 17/05/2019,Services Private Contractor,Health and Adult Services
MAHN ESTATES LTD,640.00, 17/05/2019,Rents Other,Housing Services
LAWSON VILLAS LTD,"3,840.00", 17/05/2019,Rents Other,Housing Services
HOMESOLVE PROPERTY MANAGEMENT,"11,607.00", 17/05/2019,Rents Other,Housing Services
ADVOCACY NOW,"5,460.00", 17/05/2019,Grants To Voluntary Organ,Health and Adult Services
CENTRAL GREENWICH CHILDRENS CENTRE LTD,"210,149.84", 17/05/2019,C&F Commissioning Contract,Childrens Services
REDACTED PERSONAL INFORMATION,"2,990.00", 17/05/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"5,657.15", 17/05/2019,Agency Placements,Childrens Services
HADLOW COLLEGE,"5,137.32", 17/05/2019,MIsc,Childrens Services
REDACTED PERSONAL INFORMATION,"4,885.72", 17/05/2019,Agency Placements,Childrens Services
LLOYDS TSB COMMERCIAL FINANCE LTD,"5,040.00", 17/05/2019,Services by External Providers,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,657.15", 17/05/2019,Agency Placements,Childrens Services
WEST KENT COLEGE,"1,362.85", 17/05/2019,MIsc,Childrens Services
