Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
CARE OUTLOOK LTD,"£1,033.28", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£699.72, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£520.75, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,450.00", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,066.39", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£720.83, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,433.84", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,049.72", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£816.76, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£583.24, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£700.00, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,024.73", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£816.48, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£570.74, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,099.44", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,534.12", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,283.24", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,049.72", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£916.52, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,800.00", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£3,321.11", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£816.48, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£816.48, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£520.70, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£558.25, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,641.53", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,099.44", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,849.46", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£533.16, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£633.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,100.56", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£816.48, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£699.72, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£700.28, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£962.15, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,057.78", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,200.68", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,258.24", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,137.29", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£583.24, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£599.84, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,865.92", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,891.16", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£583.24, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£633.33, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£593.05, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,444.45", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£624.75, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,053.90", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£967.36, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£554.04, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£933.24, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£816.48, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,099.44", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,099.44", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£699.72, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£700.00, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£645.66, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,283.24", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£882.98, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,041.39", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£849.84, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,049.72", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£849.93, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£908.23, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£2,099.44", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,£554.21, 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,049.72", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,633.24", 14/11/2018,Greenwich Home Support,Health and Adult Services
CARE OUTLOOK LTD,"£1,233.44", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£870.53, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£505.89, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£3,116.40", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,070.60", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£604.20, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,194.20", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£810.90, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£858.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£585.12, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£3,092.55", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,116.98", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£747.30, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£542.19, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£683.70, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,073.25", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£647.93, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£787.05, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£954.00, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,367.40", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£564.45, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£928.56, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£842.70, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£508.96, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,033.50", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£556.50, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£723.45, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£703.58, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£699.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,226.00", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£818.85, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£540.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.27, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,411.13", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,987.77", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,113.00", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,182.54", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£632.03, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,144.80", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£866.55, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£572.40, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£565.25, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£651.90, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£985.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£540.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£890.40, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,152.75", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,723.94", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,526.40", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£564.98, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£528.68, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£667.80, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,105.05", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,736.39", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,124.93", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£802.95, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£790.76, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,112.74", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,279.95", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£723.45, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£572.40, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£779.10, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£772.48, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,162.40", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,218.05", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,766.60", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£3,211.80", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,081.20", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,212.49", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,001.70", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,186.25", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£556.50, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£699.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£715.50, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,991.48", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,219.80", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£552.53, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,677.45", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£588.30, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£556.50, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£699.60, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£922.20, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£535.57, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£2,020.10", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£636.00, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£620.10, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£659.85, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£922.20, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,£556.50, 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,049.40", 14/11/2018,Greenwich Home Support,Health and Adult Services
LONDON CARE LTD,"£1,003.29", 14/11/2018,Greenwich Home Support,Health and Adult Services
THE LEWISHAM HEALTHCARE NHS TRUST,"£21,732.14", 15/11/2018,Services by External Providers,Health and Adult Services
INSPIRE PARTNERSHIP ACADEMY TRUST T/AS,"£10,125.00", 15/11/2018,Grants To Voluntary Organ,Health and Adult Services
PEABODY TRUST,"£3,360.08", 15/11/2018,In Touch Support,Health and Adult Services
SOUTH STREET MEDICAL CENTRE,"£2,305.00", 15/11/2018,Medical Services,Health and Adult Services
SOUTH STREET MEDICAL CENTRE,"£1,955.00", 15/11/2018,Medical Services,Health and Adult Services
SOUTH STREET MEDICAL CENTRE,"£2,615.00", 15/11/2018,Medical Services,Health and Adult Services
SOUTH STREET MEDICAL CENTRE,"£2,655.00", 15/11/2018,Medical Services,Health and Adult Services
SOUTH STREET MEDICAL CENTRE,"£3,125.00", 15/11/2018,Medical Services,Health and Adult Services
SOUTH STREET MEDICAL CENTRE,"£2,110.00", 15/11/2018,Medical Services,Health and Adult Services
PARAGON ASRA HOUSING LIMITED,"£6,377.75", 15/11/2018,Services by External Providers,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,541.30", 14/11/2018,Community Care Direct Payments,Health and Adult Services
THE FAIRFIELD PRACTICE,"£1,346.96", 15/11/2018,Medical Services,Health and Adult Services
BURNEY STREET PRACTICE,"£5,191.77", 15/11/2018,Medical Services,Health and Adult Services
THE WAVERLEY PRACTICE,£982.59, 15/11/2018,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,£550.56, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£994.04, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£11,160.76", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,235.20", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£898.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,093.04", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,516.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£853.88, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£3,879.24", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£6,272.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£979.52, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,128.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£806.40, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,412.92", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,008.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£3,661.64", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£720.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£675.92, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£577.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£702.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,164.31", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,814.88", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£802.32, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£842.40, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£504.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£842.40, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£7,909.20", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£982.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£777.24, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£839.56, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£864.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£599.20, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,338.84", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£613.52, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,000.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£695.52, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£784.77, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£648.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,243.20", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,232.14", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,629.24", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,069.52", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£553.24, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£588.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,119.96", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£982.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£4,400.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£856.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,156.80", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£983.14, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£702.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£896.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,170.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,000.80", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£584.48, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,576.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£585.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£712.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£672.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,701.68", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£3,158.92", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£5,967.64", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£982.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£3,032.60", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£756.08, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£654.20, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,048.60", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£644.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,429.20", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£584.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£982.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£530.40, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,070.00", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£798.88, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,579.52", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£795.60, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£896.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£884.40, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£982.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£748.32, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£671.52, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£727.60, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£754.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,351.20", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£4,165.92", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£526.52, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£4,586.88", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£512.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£2,012.40", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£575.52, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£680.28, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£807.28, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£898.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£896.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,778.40", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,380.40", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£702.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£819.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£5,046.24", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,627.12", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£712.08, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£737.08, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£749.00, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£706.08, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£704.28, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£700.80, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,"£1,768.96", 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£542.44, 15/11/2018,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,£549.12, 15/11/2018,Community Care Direct Payments,Health and Adult Services
