name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
BEST VALUE HOME CARE SERVICES UK LTD,735.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,960.28", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,892.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,516.25, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SWANSTAFF RECRUITMENT LIMITED,"9,101.57", 07/11/2019,Other Services,Childrens Services
BEST VALUE HOME CARE SERVICES UK LTD,997.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"2,450.56", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
TAVISTOCK & PORTMAN NHS TRUST,600.00, 07/11/2019,Training Expenses,Childrens Services
BEST VALUE HOME CARE SERVICES UK LTD,682.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
STORM ENVIRONMENTAL LIMITED,"2,954.64", 07/11/2019,Large Containers,Comm Safety and Environment
BEST VALUE HOME CARE SERVICES UK LTD,612.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,857.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,630.10, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"2,205.00", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
GREENWICH MENCAP - THE RIVERWOOD PROJECT,572.00, 07/11/2019,Voluntary Bodies Other Care,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,050.00", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,682.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,735.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,023.86", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
GREENWICH MENCAP - THE RIVERWOOD PROJECT,624.00, 07/11/2019,Voluntary Bodies Other Care,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,592.64", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,560.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,560.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,560.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,612.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,980.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,735.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,612.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,840.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,382.50", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,102.64", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,857.64, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,787.60, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,875.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
GREENWICH MENCAP - THE RIVERWOOD PROJECT,624.00, 07/11/2019,Voluntary Bodies Other Care,Health and Adult Services
SUPREME CARE SERVICES LTD,789.60, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,676.80, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,050.00", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,602.78, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,"2,002.20", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
NEW COURT CHAMBERS,974.40, 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,564.00, 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,"1,231.20", 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,"2,974.80", 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,"1,026.00", 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,"1,440.00", 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,564.00, 07/11/2019,Professional Fees,Chief Executives
NEW COURT CHAMBERS,246.24, 07/11/2019,Professional Fees,Chief Executives
HAVEN POWER LIMITED,"2,264.58", 07/11/2019,Electricity,Chief Executives
KENT COUNTY COUNCIL (KCS),702.00, 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,132.17", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,088.24", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,094.55", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,636.50, 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,099.89", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,094.38", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,996.40, 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,101.37", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,130.17", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SOUTHERN ELECTRIC GAS LIMITED T/AS SSE,"1,124.07", 07/11/2019,Electricity,Regeneration Enterprise and Sk
SUPREME CARE SERVICES LTD,690.90, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,729.68, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
DG CITIES LIMITED,"16,775.59", 07/11/2019,Professional Fees,Chief Executives
SUPREME CARE SERVICES LTD,"1,755.45", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,831.90, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,"1,071.60", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,564.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,987.00, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
SUPREME CARE SERVICES LTD,592.20, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
RUNDLES & CO LTD,"9,059.07", 07/11/2019,Student Award Payment,Chief Executives
RUNDLES & CO LTD,"-7,549.23", 07/11/2019,Student Award Payment,Chief Executives
SUPREME CARE SERVICES LTD,581.63, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
WHYTE & CO,"3,245.16", 07/11/2019,Student Award Payment,Chief Executives
WHYTE & CO,"-2,704.30", 07/11/2019,Student Award Payment,Chief Executives
SUPREME CARE SERVICES LTD,"1,614.45", 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
LUQMANI THOMPSON & PARTNERS,"27,250.00", 07/11/2019,Legal Fees,Childrens Services
FIELD COURT CHAMBERS,"1,020.00", 07/11/2019,Professional Fees,Chief Executives
FIELD COURT CHAMBERS,"2,100.00", 07/11/2019,Professional Fees,Chief Executives
FIELD COURT CHAMBERS,810.00, 07/11/2019,Professional Fees,Chief Executives
REDACTED PERSONAL INFORMATION,"9,949.59", 07/11/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"2,669.59", 07/11/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"2,758.58", 07/11/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"2,758.58", 07/11/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"2,662.30", 07/11/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"2,751.04", 07/11/2019,Services Other Local Author,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,"1,960.00", 07/11/2019,Services Other Local Author,Childrens Services
THAMES WATER COMMERCIAL SERVICES LTD,"2,376.00", 07/11/2019,Equipment Repair,Housing Services HRA
THAMES WATER COMMERCIAL SERVICES LTD,-170.00, 07/11/2019,Equipment Repair,Housing Services HRA
MONDALE ESTATES LTD,887.84, 07/11/2019,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,LC Independent Living,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,Rents Other,Health and Adult Services
MONDALE ESTATES LTD,887.84, 07/11/2019,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,Agency Placements,Childrens Services
MONDALE ESTATES LTD,"1,640.00", 07/11/2019,LC Independent Living,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,Asylum Immigration,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,LC Independent Living,Childrens Services
MONDALE ESTATES LTD,887.84, 07/11/2019,LC Independent Living,Childrens Services
SCOPE VENUTRES LTD,601.89, 11/11/2019,BIA`s (Best Interest Assessment),Health and Adult Services
SCOPE VENUTRES LTD,"1,064.40", 11/11/2019,BIA`s (Best Interest Assessment),Health and Adult Services
BARTEK ZANIEWSKI LTD,"1,221.00", 12/11/2019,BIA`s (Best Interest Assessment),Health and Adult Services
CO-PANG CORPERATE SERVICES LIMITED,"1,679.40", 08/11/2019,Professional Fees,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,365.52", 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,584.14, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,727.12, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,552.64, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,524.64, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,571.24, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,500.78, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,"1,612.71", 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,862.80, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,"1,529.76", 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,889.61, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,914.66, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,524.64, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,504.00, 06/11/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,"12,665.94", 08/11/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,561.85", 08/11/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"4,749.42", 08/11/2019,Agency Placements,Childrens Services
BRIDGE 86 LIMITED,"13,285.02", 08/11/2019,Supported Living,Health and Adult Services
OCCUPATIONAL SERVICE SOLUTIONS LIMITED,508.08, 08/11/2019,Professional Fees,Health and Adult Services
OASIS CARE & TRAINING AGENCY,681.29, 07/11/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,264.20", 08/11/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,280.85", 08/11/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"8,523.90", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"7,473.60", 07/11/2019,Other Services,Childrens Services
BALLOON DAY NURSERY LIMITED,"1,494.74", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,826.55", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"8,968.32", 07/11/2019,Other Services,Childrens Services
THE CO-OPERATIVE CHILDCARE,"4,982.47", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,996.48, 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"7,971.84", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,989.44", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"5,119.65", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"11,957.76", 07/11/2019,Other Services,Childrens Services
FIRST STEP DAYCARE & NURSERY LTD,"7,473.69", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"16,640.10", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"12,105.08", 07/11/2019,Other Services,Childrens Services
GRACE EDUCATION LTD,"8,470.16", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"10,463.04", 07/11/2019,Other Services,Childrens Services
BRIGHT HORIZONS FAMILY SOLUTIONS,"3,985.99", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,608.85, 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"10,961.28", 07/11/2019,Other Services,Childrens Services
BRIGHT HORIZONS FAMILY SOLUTIONS,"4,615.77", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"15,830.10", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"12,021.67", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"6,477.12", 07/11/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,"2,989.47", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,996.48, 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"20,000.00", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"20,000.00", 07/11/2019,Other Services,Childrens Services
GREENWICH LEISURE LIMITED,"4,912.31", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,653.10", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,989.45", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,217.70", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"6,975.36", 07/11/2019,Other Services,Childrens Services
PLUMSTEAD COMMON PRE SCHOOL,"2,491.23", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"22,527.45", 08/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"13,452.48", 07/11/2019,Other Services,Childrens Services
QUAGGY DEVELOPMENT TRUST (MARGARET BONDFIELD),"3,487.76", 07/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"20,000.00", 07/11/2019,Other Services,Childrens Services
HAYS SPECIALIST RECRUITMENT LTD,"4,925.90", 07/11/2019,Expenditure Payments,Systems Control Accounts
MANPOWER UK LTD,"5,274.14", 07/11/2019,Expenditure Payments,Systems Control Accounts
PENNA PLC,"3,540.00", 07/11/2019,Expenditure Payments,Systems Control Accounts
SANTANDER UK PLC,"4,479.15", 07/11/2019,Expenditure Payments,Systems Control Accounts
NETWORK VENTURES LTD,"4,602.94", 07/11/2019,Expenditure Payments,Systems Control Accounts
THE OYSTER PARTNERSHIP,"30,495.80", 07/11/2019,Expenditure Payments,Systems Control Accounts
SANCTUARY PERSONNEL LIMITED,816.00, 07/11/2019,Expenditure Payments,Systems Control Accounts
MEDICARE FIRST LIMITED,"1,386.00", 07/11/2019,Expenditure Payments,Systems Control Accounts
REMEDY RECRUITMENT GROUP LTD,"6,773.19", 07/11/2019,Expenditure Payments,Systems Control Accounts
STR LIMITED,"2,020.80", 07/11/2019,Expenditure Payments,Systems Control Accounts
KENYON BLOCK CONSULTANTS LIMITED,"1,070.20", 07/11/2019,Expenditure Payments,Systems Control Accounts
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"8,982.00", 07/11/2019,Expenditure Payments,Systems Control Accounts
VENN GROUP LIMITED,"11,829.20", 07/11/2019,Expenditure Payments,Systems Control Accounts
MORGAN HUNT UK LIMITED,"15,152.69", 07/11/2019,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"7,854.98", 07/11/2019,Expenditure Payments,Systems Control Accounts
METRO BANK PLC,"1,516.80", 07/11/2019,Expenditure Payments,Systems Control Accounts
GFP PAYROLL LIMITED,"3,522.62", 07/11/2019,Expenditure Payments,Systems Control Accounts
EDEN BROWN LIMITED,"2,242.94", 07/11/2019,Expenditure Payments,Systems Control Accounts
CALCO SERVICES LIMITED,"1,686.94", 07/11/2019,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"4,318.27", 07/11/2019,Expenditure Payments,Systems Control Accounts
MACDONALD & COMPANY FREELANCE LTD,"12,456.75", 07/11/2019,Expenditure Payments,Systems Control Accounts
VILLAGE STAFF LIMITED,"12,097.37", 07/11/2019,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"4,171.43", 07/11/2019,Expenditure Payments,Systems Control Accounts
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"4,790.75", 07/11/2019,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"2,860.71", 07/11/2019,Expenditure Payments,Systems Control Accounts
MMP CONSULTANCY LIMITED,"4,311.60", 07/11/2019,Expenditure Payments,Systems Control Accounts
HOJONA LTD,"1,877.72", 07/11/2019,Expenditure Payments,Systems Control Accounts
CHARLES HUNTER ASSOCIATES LIMITED,"1,764.00", 07/11/2019,Expenditure Payments,Systems Control Accounts
ACTION FIRST RECRUITMENT LTD,"5,065.35", 07/11/2019,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LTD,"1,860.60", 07/11/2019,Expenditure Payments,Systems Control Accounts
LIQUID PERSONNEL LTD,"2,855.43", 07/11/2019,Expenditure Payments,Systems Control Accounts
SELLICK PARTNERSHIP LIMITED,"6,710.95", 07/11/2019,Expenditure Payments,Systems Control Accounts
OSBOURNE RICHARDSON LIMITED,"14,673.72", 07/11/2019,Expenditure Payments,Systems Control Accounts
CARITAS RECRUITMENT LIMITED,"7,145.50", 07/11/2019,Expenditure Payments,Systems Control Accounts
CAPITAL ENGINEERING PERSONNEL LTD,"4,008.26", 07/11/2019,Expenditure Payments,Systems Control Accounts
SKIPTON BUSINESS FINANCE LTD,"6,303.57", 07/11/2019,Expenditure Payments,Systems Control Accounts
SERVICE CARE SOLUTIONS LIMITED,"3,810.94", 07/11/2019,Expenditure Payments,Systems Control Accounts
MATCHTECH GROUP (UK) LTD,"1,779.55", 07/11/2019,Expenditure Payments,Systems Control Accounts
ESSENTIAL EMPLOYMENT LIMITED,"1,256.58", 07/11/2019,Expenditure Payments,Systems Control Accounts
THE HOUSING EXECUTIVE LIMITED,"2,566.30", 07/11/2019,Expenditure Payments,Systems Control Accounts
TEMPEST RESOURCING LTD,"4,099.48", 07/11/2019,Expenditure Payments,Systems Control Accounts
COYLE PERSONNEL PLC,927.66, 07/11/2019,Expenditure Payments,Systems Control Accounts
CLIENT DIRECTS LIMITED,"29,273.16", 07/11/2019,Expenditure Payments,Systems Control Accounts
CARRINGTON WEST LIMITED,"1,882.30", 07/11/2019,Expenditure Payments,Systems Control Accounts
NEXERE CONSULTING LIMITED,"2,796.01", 07/11/2019,Expenditure Payments,Systems Control Accounts
THE FRCE RECRUITMENT GROUP LTD,960.63, 07/11/2019,Expenditure Payments,Systems Control Accounts
TRADEWIND RECRUITMENT SOCIAL CARE LTD,"1,646.86", 07/11/2019,Expenditure Payments,Systems Control Accounts
NUCO SOLUTIONS LTD,"2,209.49", 07/11/2019,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"1,036.10", 07/11/2019,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"3,592.85", 07/11/2019,Expenditure Payments,Systems Control Accounts
ROC SEARCH LIMITED,"2,862.30", 07/11/2019,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"1,940.08", 07/11/2019,Expenditure Payments,Systems Control Accounts
SPENCER CLARKE GROUP LIMITED,"9,051.70", 07/11/2019,Expenditure Payments,Systems Control Accounts
NONSTOP RECRUITMENT LIMITED,"3,144.95", 07/11/2019,Expenditure Payments,Systems Control Accounts
LEUMI ABL LIMITED,567.12, 07/11/2019,Expenditure Payments,Systems Control Accounts
SME INVOICE FINANCE LTD T/A METRO BANK,"16,806.52", 07/11/2019,Expenditure Payments,Systems Control Accounts
BBL TECHNICAL RECRUITMENT LIMITED,"2,248.74", 07/11/2019,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"2,312.50", 07/11/2019,Expenditure Payments,Systems Control Accounts
TEMPTING RECRUITMENT SOLUTIONS LTD,"1,416.77", 07/11/2019,Expenditure Payments,Systems Control Accounts
CRA GROUP LIMITED,"2,853.65", 07/11/2019,Expenditure Payments,Systems Control Accounts
INTERIM PARTNERS LTD,"12,873.65", 07/11/2019,Expenditure Payments,Systems Control Accounts
PEOPLE SOURCE CONSULTING LTD,"2,994.00", 07/11/2019,Expenditure Payments,Systems Control Accounts
T BROWN GROUP LIMITED,"2,462.62", 08/11/2019,Services Private Contractor,Housing Services HRA
T BROWN GROUP LIMITED,"7,421.34", 08/11/2019,Services Private Contractor,Housing Services HRA
P & R INSTALLATION CO LTD,"10,292.46", 08/11/2019,Services Private Contractor,Housing Services HRA
P & R INSTALLATION CO LTD,"53,866.75", 08/11/2019,Services Private Contractor,Housing Services HRA
P & R INSTALLATION CO LTD,"56,373.42", 08/11/2019,Services Private Contractor,Housing Services HRA
MAX BUILDING SERVICES LTD,"90,247.86", 08/11/2019,Services Private Contractor,Housing Services HRA
CITY HEIGHTS(LONDON)LTD P WALKER A-F,"43,519.30", 08/11/2019,Services Private Contractor,Housing Services HRA
CHESHIRE ESTATE AND LEGAL LIMITED,567.05, 08/11/2019,Rm Buildings Responsive Main,Housing Services HRA
BANSAL AND LONG LTD,"10,586.42", 08/11/2019,Services by External Providers,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,428.57", 08/11/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,326.00", 08/11/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,340.00", 08/11/2019,Rents Other,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,159.80", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,915.00", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,717.84", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,717.84", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,325.00", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,988.00", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,360.00", 08/11/2019,Supported Living,Health and Adult Services
WEIGHTMANS LLP,"2,052.00", 08/11/2019,Ext Legal Fees,Capital Housing Revenue Acc
REDACTED PERSONAL INFORMATION,"5,619.20", 08/11/2019,Supported Living,Health and Adult Services
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),964.49, 08/11/2019,Expenditure Payments,Chief Executives
REDACTED PERSONAL INFORMATION,"3,590.00", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,426.00", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,691.60", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,691.56", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,936.04", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,170.48", 08/11/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,309.44", 08/11/2019,Supported Living,Health and Adult Services
PERMANENT FUTURES LTD,"1,500.00", 08/11/2019,Agency Staff,Childrens Services
REDACTED PERSONAL INFORMATION,"3,209.49", 08/11/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"6,775.71", 08/11/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,540.00, 08/11/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"5,830.08", 08/11/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,540.00, 08/11/2019,Other Services,Childrens Services
GOLDSMITHS COLLEGE,670.00, 08/11/2019,Children`s Social Care,Chief Executives
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,218.32", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,218.32", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,435.71", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,218.32", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,218.32", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,435.71", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"1,045.82", 11/11/2019,Short Term Nursing,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"3,346.63", 11/11/2019,Short Term Nursing,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"2,211.17", 11/11/2019,Services Private Contractor,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"3,346.63", 11/11/2019,Short Term Nursing,Health and Adult Services
FOUR SEASONS HEALTH CARE LTD (MARLBOROUGH COURT),"3,346.63", 11/11/2019,Short Term Nursing,Health and Adult Services
