name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,"1,020.30", 25/02/2019,Equipment,Housing Services HRA
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,"1,082.94", 25/02/2019,Equipment,Housing Services HRA
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,"1,082.94", 25/02/2019,Equipment,Housing Services HRA
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,370.50, 25/02/2019,Equipment,Housing Services HRA
WOLSELEY UK LTD - 7765C34 P/O ONLY,622.86, 25/02/2019,Materials,Housing Services HRA
FAIRDEAL WINDOWS LTD,"5,506.80", 25/02/2019,Refurbishment,NS General Fund
SCV SOCIAL CARE LIMITED,"3,000.00", 25/02/2019,Agency Staff,Health and Adult Services
GL HEARN LTD,"3,402.00", 25/02/2019,Consultants,Regeneration Enterprise and Sk
HENNESSEY LTD,"4,800.00", 25/02/2019,Uninsured Fire Damage,Housing Services HRA
THE PUMP PRACTITIONERS LTD,"9,314.40", 25/02/2019,Direct Orders,Housing Services HRA
HENNESSEY LTD,"6,000.00", 25/02/2019,Uninsured Fire Damage,Housing Services HRA
HENNESSEY LTD,"1,504.02", 25/02/2019,Voids,Housing Services HRA
OXFORD BROOKES UNIVERSITY,"7,030.00", 25/02/2019,Training Expenses,Childrens Services
HENNESSEY LTD,"1,200.00", 25/02/2019,Uninsured Fire Damage,Housing Services HRA
INGLETON WOOD,553.77, 22/02/2019,Ext Consultants Fees,Planned Maintenance
INGLETON WOOD,677.66, 22/02/2019,Other Expenses,Planned Maintenance
OUTLOOK CARE,"27,458.33", 25/02/2019,Block Contracts,Health and Adult Services
OUTLOOK CARE,"2,500.00", 26/02/2019,Block Contracts,Health and Adult Services
MEARS LTD,"4,302.91", 25/02/2019,Refurbishment,NS General Fund
MONTAGU EVANS LLP,"11,700.00", 25/02/2019,Other Services,Chief Executives
MONTAGU EVANS LLP,"11,400.00", 25/02/2019,Other Services,Chief Executives
NORTHGATE PUBLIC SERVICES (UK) LTD,"5,994.00", 25/02/2019,Computer Software,Housing Services HRA
ORBIS PROTECT LIMITED,"2,760.00", 25/02/2019,MIsc,Regeneration Enterprise and Sk
M G AXTON,"38,787.10", 25/02/2019,Refurbishment,Capital Housing Revenue Acc
OXLEAS NHS FOUNDATION TRUST,"228,041.66", 25/02/2019,MIsc,Childrens Services
INTEGRITY PRINT LTD,700.80, 25/02/2019,Printing External Contract,Regeneration Enterprise and Sk
PORTAKABIN LIMITED,"3,219.60", 25/02/2019,Non Standard,Regeneration Enterprise and Sk
MEDICAL EXPERT WITNESS ALLIANCE LLP ( MEWA ),771.12, 25/02/2019,Legal Fees,Childrens Services
J REDPATH BUCHANAN & CO LTD,"16,855.58", 25/02/2019,Refurbishment,Capital Housing Revenue Acc
RE-GEN (UK) CONSTRUCTION LTD,"2,599.56", 25/02/2019,Agency Staff,Housing Services HRA
SANCTUARY GROUP T/A SANCTUARY HOUSING ASSOCIATION,"25,474.00", 25/02/2019,Other Agency Services,Health and Adult Services
STEARN ELECTRIC COMPANY LTD,"1,704.64", 25/02/2019,Equipment,Childrens Services
TRAFFIC TECHNOLOGY LTD,"1,650.00", 25/02/2019,Services Private Contractor,Regeneration Enterprise and Sk
UNIQUE OFFICE SOLUTIONS LIMITED,"1,680.00", 25/02/2019,Fixtures And Fittings,Health and Adult Services
UNIQUE OFFICE SOLUTIONS LIMITED,955.87, 25/02/2019,Fixtures And Fittings,Health and Adult Services
UNIQUE OFFICE SOLUTIONS LIMITED,105.60, 25/02/2019,Fixtures And Fittings,Health and Adult Services
UNIQUE OFFICE SOLUTIONS LIMITED,467.62, 25/02/2019,Fixtures And Fittings,Health and Adult Services
UNIQUE OFFICE SOLUTIONS LIMITED,"2,256.00", 25/02/2019,Fixtures And Fittings,Health and Adult Services
UNIQUE OFFICE SOLUTIONS LIMITED,"1,050.00", 25/02/2019,Fixtures And Fittings,Health and Adult Services
WORKPLACE FIRE & SAFETY LTD,102.00, 25/02/2019,Equipment,Housing Services HRA
WORKPLACE FIRE & SAFETY LTD,102.00, 25/02/2019,Equipment,Housing Services HRA
WORKPLACE FIRE & SAFETY LTD,102.00, 25/02/2019,Equipment,Housing Services HRA
WORKPLACE FIRE & SAFETY LTD,99.00, 25/02/2019,Equipment,Housing Services HRA
WORKPLACE FIRE & SAFETY LTD,99.00, 25/02/2019,Equipment,Housing Services HRA
WORKPLACE FIRE & SAFETY LTD,198.00, 25/02/2019,Equipment,Housing Services HRA
WOLSELEY UK LTD - 7765C34 P/O ONLY,792.00, 25/02/2019,Materials,Housing Services HRA
WOLSELEY UK LTD - 7765C34 P/O ONLY,"1,281.60", 25/02/2019,Materials,Housing Services HRA
ROYAL MAIL GROUP LTD,538.99, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"1,640.32", 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,14.50, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,27.95, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,81.20, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,9.77, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,34.67, 25/02/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,163.96, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,86.18, 25/02/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,"1,058.93", 25/02/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,91.56, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,976.07, 25/02/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,40.43, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,375.50, 25/02/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,"2,812.30", 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,575.11, 25/02/2019,Printing,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,"2,309.38", 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,132.58, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,573.82, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,73.24, 25/02/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,5.29, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,186.38, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,2.90, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,742.04, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,341.95, 25/02/2019,Printing,Comm Safety and Environment
ROYAL MAIL GROUP LTD,190.82, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,593.46, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,78.12, 25/02/2019,Postage - Royal Mail,Health and Adult Services
ROYAL MAIL GROUP LTD,231.90, 25/02/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,249.18, 25/02/2019,Postage - Royal Mail,Childrens Services
COMPUTER AIDED DEVELOPMENT CORP LTD T/A CADCORP,"1,011.60", 25/02/2019,IT Licenses,Childrens Services
WOLSELEY UK LTD - 7765C34 P/O ONLY,564.41, 25/02/2019,Materials,Housing Services HRA
REED LOCATION,576.00, 25/02/2019,Equipment Repair,Housing Services HRA
WOLSELEY UK LTD - 7765C34 P/O ONLY,545.55, 25/02/2019,Materials,Housing Services HRA
GRAFTON MERCHANTING GB LTD,864.00, 25/02/2019,Materials,Housing Services HRA
SGN CONNECTIONS LTD,"3,627.87", 25/02/2019,Heating,Capital Housing Revenue Acc
GREENWICH SERVICE PLUS LIMITED,"6,953.70", 25/02/2019,Cleaning Serv In House Trad,Comm Safety and Environment
KINGSFIELD COMPUTER PRODUCTS LIMITED,720.00, 22/02/2019,Equipment,Health and Adult Services
BROADBEAN TECHNOLOGY LIMITED,"2,506.68", 22/02/2019,Services Private Contractor,Chief Executives
E4 LAW LTD T/A LEXTOX,"2,212.80", 25/02/2019,DNA Testing,Childrens Services
CLARION HOUSING GROUP LIMITED,"3,690.00", 25/02/2019,Other Services,Housing Services HRA
XMA LIMITED,"30,298.68", 25/02/2019,Asbestos Analysis,Chief Executives
THE HEMMING GROUP,900.00, 25/02/2019,Services Private Contractor,Chief Executives
SPACEHOUSE LIMITED,"1,320.00", 25/02/2019,Services Private Contractor,Chief Executives
VEOLIA CHP UK LIMITED,"2,572.01", 25/02/2019,Electricity,NS Heating and Lighting
GREENWICH SERVICE PLUS LIMITED,551.70, 25/02/2019,Cleaning Serv In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"2,242.00", 25/02/2019,Cleaning Serv In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"30,000.00", 25/02/2019,FM Services External Contract,Regeneration Enterprise and Sk
GREENWICH SERVICE PLUS LIMITED,"18,000.00", 25/02/2019,FM Services External Contract,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"18,000.00", 25/02/2019,FM Services External Contract,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,967.30, 25/02/2019,Cleaning Serv In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,"1,253.00", 25/02/2019,Cleaning Serv In House Trad,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,"12,835.00", 25/02/2019,Services Other Local Author,Childrens Services
GUNNER LTD,"11,250.42", 25/02/2019,General Payments,NS General Fund
GUNNER LTD,-3.00, 25/02/2019,Stationery,Housing Services HRA
GUNNER LTD,"-1,782.06", 25/02/2019,Ext Inc Other Recover Charges,Housing Services HRA
OLUWATOYIN ODEPE,"15,000.00", 25/02/2019,Refurbishment,NS General Fund
OLUWATOYIN ODEPE,-3.00, 25/02/2019,Stationery,Housing Services HRA
POLLOCK LIFTS,"11,420.04", 25/02/2019,General Payments,NS General Fund
POLLOCK LIFTS,-3.00, 25/02/2019,Stationery,Housing Services HRA
POLLOCK LIFTS,"-1,742.04", 25/02/2019,Ext Inc Other Recover Charges,Housing Services HRA
REDACTED PERSONAL INFORMATION,"11,935.00", 25/02/2019,Services Other Local Author,Childrens Services
RSM BUILDING CONTRACTORS,"16,323.16", 25/02/2019,General Payments,NS General Fund
REDACTED PERSONAL INFORMATION,"11,935.00", 25/02/2019,Services Other Local Author,Childrens Services
INGLETON WOOD,"4,151.84", 25/02/2019,Other Expenses,Planned Maintenance
REDACTED PERSONAL INFORMATION,"11,935.00", 25/02/2019,Services Other Local Author,Childrens Services
ACCLIMATISE LTD,"1,359.70", 25/02/2019,MIsc,Regeneration Enterprise and Sk
BROADBEAN TECHNOLOGY LIMITED,"3,600.00", 25/02/2019,Services Private Contractor,Chief Executives
KINGSFIELD COMPUTER PRODUCTS LIMITED,593.88, 25/02/2019,Equipment,Health and Adult Services
HSBC INVOICE FINANCE (UK) LTD,"1,260.00", 25/02/2019,Publicitiy,Regeneration Enterprise and Sk
HSBC INVOICE FINANCE (UK) LTD,828.00, 25/02/2019,Publicitiy,Regeneration Enterprise and Sk
INGLETON WOOD,617.77, 25/02/2019,Other Expenses,Planned Maintenance
SOUTH EAST LONDON CHAMBER OF COMMERCE,"1,321.44", 25/02/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
ACCLIMATISE LTD,"1,323.25", 25/02/2019,MIsc,Regeneration Enterprise and Sk
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),899.61, 25/02/2019,ILM & Trainee Pay,Regeneration Enterprise and Sk
REDACTED PERSONAL INFORMATION,"10,123.62", 25/02/2019,Services Other Local Author,Childrens Services
BROADBEAN TECHNOLOGY LIMITED,712.80, 25/02/2019,Services Private Contractor,Chief Executives
NPOWER LTD,"1,050.26", 25/02/2019,Electricity - Estate Roads,Housing Services HRA
GREENWICH SERVICE PLUS LIMITED,"7,295.04", 25/02/2019,Operational Normal Time,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"5,836.00", 25/02/2019,Operational Normal Time,Childrens Services
REDACTED PERSONAL INFORMATION,"3,150.00", 25/02/2019,Other Services,Childrens Services
CHUBB FIRE LIMITED,512.40, 25/02/2019,Equipment,Health and Adult Services
INGLETON WOOD,"6,227.69", 25/02/2019,Other Expenses,Planned Maintenance
REDACTED PERSONAL INFORMATION,"2,500.00", 25/02/2019,Services Other Local Author,Childrens Services
ACCLIMATISE LTD,"1,962.45", 25/02/2019,MIsc,Regeneration Enterprise and Sk
INGLETON WOOD,757.75, 25/02/2019,Other Expenses,Planned Maintenance
REDACTED PERSONAL INFORMATION,"1,575.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,060.00", 25/02/2019,Services Other Local Author,Childrens Services
REDACTED PERSONAL INFORMATION,"3,900.00", 25/02/2019,Services Other Local Author,Childrens Services
NPOWER LTD,"2,448.34", 25/02/2019,Electricity - Estate Roads,Housing Services HRA
REDACTED PERSONAL INFORMATION,"1,156.68", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,188.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,881.28, 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,730.00", 28/02/2019,Other Services,Childrens Services
INGLETON WOOD,"8,036.44", 25/02/2019,Other Expenses,Planned Maintenance
REDACTED PERSONAL INFORMATION,"1,716.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,978.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,808.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,624.00, 25/02/2019,Other Services,Childrens Services
INGLETON WOOD,"1,335.20", 25/02/2019,Other Expenses,Planned Maintenance
REDACTED PERSONAL INFORMATION,"2,028.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,652.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,404.00", 25/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,482.00", 25/02/2019,Other Services,Childrens Services
AMBER CAR SERVICES LTD,"1,370.94", 25/02/2019,Vehicle Hire External Hired,Childrens Services
OASIS CARE & TRAINING AGENCY,"1,383.76", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,284.92", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,762.48, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,988.40, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,976.80", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,675.68, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,691.88, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"2,315.68", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,988.40, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,976.80", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,550.68, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"2,767.52", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,779.12", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"2,569.84", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,691.88, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
OASIS CARE & TRAINING AGENCY,"1,383.76", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,675.67", 25/02/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,675.67", 25/02/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"3,170.48", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,936.04", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,717.84", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,717.84", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,536.00", 25/02/2019,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"2,325.00", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,859.00", 25/02/2019,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"3,988.00", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,360.00", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,969.00", 25/02/2019,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"5,619.20", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,590.00", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"9,828.00", 25/02/2019,Secure Accommodation,Childrens Services
REDACTED PERSONAL INFORMATION,"6,426.00", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,691.56", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,691.56", 25/02/2019,Supported Living,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Rents Other,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,768.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,720.00, 25/02/2019,In Home Domicilary and Agency Care,Childrens Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,150.00", 25/02/2019,In Home Domicilary and Agency Care,Childrens Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
HEADWAY SELNWK LTD,512.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
THE ADOLESCENT & CHILDRENS TRUST,"2,927.33", 25/02/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,019.77", 25/02/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,320.53", 25/02/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"5,581.49", 25/02/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"24,905.66", 25/02/2019,Children Looked After,Childrens Services
FOSTER CARE ASSOCIATES LIMITED,803.43, 25/02/2019,Agency Placements,Childrens Services
FOSTER CARE ASSOCIATES LIMITED,"1,556.44", 25/02/2019,Agency Placements,Childrens Services
OUTLOOK CARE,924.38, 25/02/2019,Client Support,Health and Adult Services
OUTLOOK CARE,658.13, 25/02/2019,Client Support,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,095.44", 25/02/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,166.81", 25/02/2019,Private Sector Nursing Homes,Health and Adult Services
REDACTED PERSONAL INFORMATION,808.00, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,665.20", 25/02/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,998.76, 25/02/2019,Supported Living,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,504.00", 25/02/2019,ISF Personal Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,345.72", 25/02/2019,Private Sector Nursing Homes,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,760.00, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,346.88", 25/02/2019,Supported Living,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,696.00, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,240.00", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,992.00, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,264.74", 25/02/2019,Agency Placements,Childrens Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,128.00", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,158.46", 25/02/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,106.28", 25/02/2019,Agency Placements,Childrens Services
BEST VALUE HOME CARE SERVICES UK LTD,"1,200.00", 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,624.00, 25/02/2019,ISF Personal Care,Health and Adult Services
BEST VALUE HOME CARE SERVICES UK LTD,624.00, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,631.43", 25/02/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"1,288.57", 25/02/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,342.86", 25/02/2019,Agency Placements,Childrens Services
BEST VALUE HOME CARE SERVICES UK LTD,896.00, 25/02/2019,ISF Personal Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,646.40, 25/02/2019,Voluntary Bodies Other Care,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,325.68", 25/02/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,668.00", 25/02/2019,Services Private Contractor,Health and Adult Services
OASIS CARE & TRAINING AGENCY,974.28, 25/02/2019,Private Home Help Domest Misc,Health and Adult Services
BEVAN BRITTAN LLP - CLIENT ACCOUNT RBG,842.40, 25/02/2019,Legal Fees,Chief Executives
E4 LAW LTD T/A LEXTOX,553.94, 25/02/2019,Professional Fees,Chief Executives
CHILDREN`S SERVICES NETWORK LTD T/A WILLIS PALMER,"1,446.40", 25/02/2019,Professional Fees,Chief Executives
PSYCHASSESSMENTS LIMITED,983.96, 25/02/2019,Professional Fees,Chief Executives
DR ANTHONY JAMES,644.20, 25/02/2019,Professional Fees,Chief Executives
DR ANTHONY JAMES,597.40, 25/02/2019,Professional Fees,Chief Executives
DR ROGER KENNEDY HEALTH LTD,"1,004.40", 25/02/2019,Professional Fees,Chief Executives
LAMB CHAMBERS,780.00, 25/02/2019,Agency Staff,Chief Executives
THOMAS BINGHAM CHAMBERS LTD,720.00, 25/02/2019,Professional Fees,Chief Executives
GARDEN COURT BARRISTERS FEES ACCOUNT,660.00, 25/02/2019,Professional Fees,Chief Executives
4 BRICK COURT CHAMBERS MANAGEMENT LTD,840.00, 25/02/2019,Professional Fees,Chief Executives
4 BRICK COURT CHAMBERS MANAGEMENT LTD,924.00, 25/02/2019,Professional Fees,Chief Executives
LANDMARK CHAMBERS,"3,960.00", 25/02/2019,Professional Fees,Chief Executives
BAM CONSTRUCTION LIMITED,"59,380.20", 26/02/2019,Newbuild,Modernisation
ENHANCE EHC LTD,"2,692.80", 26/02/2019,Professional Fees,Childrens Services
HASBRIDGE CONSTRUCTION LTD,"46,758.00", 25/02/2019,Adaptations,Priority Investment Programme
REDACTED PERSONAL INFORMATION,"2,418.00", 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"2,028.00", 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,716.00", 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,092.00", 26/02/2019,Other Services,Childrens Services
TRINITY METHODIST CHURCH,637.00, 26/02/2019,Venue Hire,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,808.00", 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,978.00", 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,110.00", 26/02/2019,Other Services,Childrens Services
HEALTHY DIALOGUES LTD,"5,997.00", 26/02/2019,Services by External Providers,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,584.00", 26/02/2019,Other Services,Childrens Services
AMBER CAR SERVICES LTD,"1,341.00", 26/02/2019,Vehicle Hire External Hired,Childrens Services
REDACTED PERSONAL INFORMATION,"1,110.00", 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,630.00, 26/02/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,620.00", 26/02/2019,Other Services,Childrens Services
BALTIMORE CONSULTING LTD,"1,248.00", 26/02/2019,Agency Staff,Childrens Services
RICOH UK LTD,510.66, 26/02/2019,Photocopying,Health and Adult Services
ABACUS CARE GREENWICH,"2,134.65", 26/02/2019,Agency Staff,Health and Adult Services
M & N SUPPORT SERVICES LTD,500.00, 26/02/2019,BIA`s (Best Interest Assessment),Health and Adult Services
MEDIA FRIENDLY LTD,948.00, 26/02/2019,Other Services,Chief Executives
MEDIA FRIENDLY LTD,708.00, 26/02/2019,Other Services,Chief Executives
MV COMMERCIAL LTD,"99,000.00", 25/02/2019,General Payments,Other General Fund
REDACTED PERSONAL INFORMATION,900.00, 26/02/2019,Other Services,Childrens Services
LOVE ABA LTD,40.39, 26/02/2019,Vehicle Hire External Hired,Childrens Services
REDACTED PERSONAL INFORMATION,"2,006.40", 26/02/2019,Other Services,Childrens Services
CAVENDISH LABRATORIES LIMITED,966.60, 26/02/2019,Asbestos Analysis,Comm Safety and Environment
REDACTED PERSONAL INFORMATION,"2,355.00", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,505.00", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,355.00", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,505.00", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"1,375.00", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"1,962.50", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,505.00", 26/02/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"1,962.50", 26/02/2019,Services by External Providers,Childrens Services
